CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
17.159.005/0001-64;2010-12-31;2;FIACAO TEC SAO JOSE S.A.;5983;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.11.02;Atribuído a Sócios Não Controladores;0.00
17.159.005/0001-64;2010-12-31;2;FIACAO TEC SAO JOSE S.A.;5983;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11.02;Atribuído a Sócios Não Controladores;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.01;Receita de Venda de Bens e/ou Serviços;10303.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.01;Receita de Venda de Bens e/ou Serviços;9254.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-8686.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-5300.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.03;Resultado Bruto;1617.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.03;Resultado Bruto;3954.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.04;Despesas/Receitas Operacionais;-48213.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04;Despesas/Receitas Operacionais;-46919.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.04.01;Despesas com Vendas;-14445.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.01;Despesas com Vendas;-8917.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.04.02;Despesas Gerais e Administrativas;-78246.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.02;Despesas Gerais e Administrativas;-83250.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.04.04;Outras Receitas Operacionais;47844.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.04;Outras Receitas Operacionais;25215.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.04.05;Outras Despesas Operacionais;-8847.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.05;Outras Despesas Operacionais;199.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.04.06;Resultado de Equivalência Patrimonial;5481.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.06;Resultado de Equivalência Patrimonial;19834.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;-46596.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;-42965.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.06;Resultado Financeiro;111425.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.06;Resultado Financeiro;97455.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.06.01;Receitas Financeiras;399064.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.06.01;Receitas Financeiras;325656.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.06.02;Despesas Financeiras;-287639.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.06.02;Despesas Financeiras;-228201.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;64829.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;54490.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-17482.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-11246.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.08.01;Corrente;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.08.01;Corrente;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.08.02;Diferido;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.08.02;Diferido;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.09;Resultado Líquido das Operações Continuadas;47347.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.09;Resultado Líquido das Operações Continuadas;43244.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.11;Lucro/Prejuízo Consolidado do Período;47347.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11;Lucro/Prejuízo Consolidado do Período;43244.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;47347.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;43244.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-12-01;2009-12-31;3.11.02;Atribuído a Sócios Não Controladores;0.00
17.167.396/0001-69;2010-12-31;2;ALFA HOLDINGS S.A.;9954;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11.02;Atribuído a Sócios Não Controladores;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.01;Receitas da Intermediação Financeira;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.01;Receitas da Intermediação Financeira;1971210.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.02;Despesas da Intermediação Financeira;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.02;Despesas da Intermediação Financeira;-1229877.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.03;Resultado Bruto Intermediação Financeira;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.03;Resultado Bruto Intermediação Financeira;741333.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04;Outras Despesas/Receitas Operacionais;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04;Outras Despesas/Receitas Operacionais;-455031.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.01;Receitas de Prestação de Serviços;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.01;Receitas de Prestação de Serviços;103121.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.02;Despesas de Pessoal;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.02;Despesas de Pessoal;-374631.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.03;Outras Despesas Administrativas;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.03;Outras Despesas Administrativas;-239331.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.04;Despesas Tributárias;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.04;Despesas Tributárias;-15883.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.05;Outras Receitas Operacionais;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.05;Outras Receitas Operacionais;428633.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.05.01;Variação Cambial;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.05.01;Variação Cambial;8280.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.05.02;Ganhos / Perdas na Alienação de Valores e Bens;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.05.02;Ganhos / Perdas na Alienação de Valores e Bens;6289.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.05.03;Outras Receitas;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.05.03;Outras Receitas;414064.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.06;Outras Despesas Operacionais;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.06;Outras Despesas Operacionais;-356940.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.06.01;Depreciação e Amortização;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.06.01;Depreciação e Amortização;-23770.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.06.02;Perdas Líquidas com Ativos Financeiros;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.06.02;Perdas Líquidas com Ativos Financeiros;-278471.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.06.03;Perdas Líquidas com Outros Ativos;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.06.03;Perdas Líquidas com Outros Ativos;-2540.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.06.04;Perdas na Alienação de Valores e Bens;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.06.04;Perdas na Alienação de Valores e Bens;-1102.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.06.05;Outras Despesas;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.06.05;Outras Despesas;-51057.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.07;Resultado da Equivalência Patrimonial;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.07;Resultado da Equivalência Patrimonial;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.05;Resultado Antes dos Tributos sobre o Lucro;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.05;Resultado Antes dos Tributos sobre o Lucro;286302.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.06;Imposto de Renda e Contribuição Social sobre o Lucro;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.06;Imposto de Renda e Contribuição Social sobre o Lucro;-94936.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.06.01;Corrente;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.06.01;Corrente;-49963.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.06.02;Diferido;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.06.02;Diferido;-44973.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.07;Resultado Líquido das Operações Continuadas;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.07;Resultado Líquido das Operações Continuadas;191366.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.08;Resultado Líquido das Operações Descontinuadas;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.08;Resultado Líquido das Operações Descontinuadas;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.08.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.08.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.08.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.08.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.09;Lucro/Prejuízo Consolidado do Período;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.09;Lucro/Prejuízo Consolidado do Período;191366.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.09.01;Atribuído a Sócios da Empresa Controladora;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.09.01;Atribuído a Sócios da Empresa Controladora;185672.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.09.02;Atribuído a Sócios Não Controladores;0.00
17.184.037/0001-10;2010-12-31;2;BCO MERCANTIL DO BRASIL S.A.;1325;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.09.02;Atribuído a Sócios Não Controladores;5694.00
17.193.806/0001-46;2010-12-31;1;CONSORCIO ALFA DE ADMINISTRACAO S.A.;4707;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.01;Receita de Venda de Bens e/ou Serviços;13666.00
