CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
06.977.745/0001-91;2010-12-31;4;BR MALLS PARTICIPACOES S.A.;19909;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
06.977.745/0001-91;2010-12-31;4;BR MALLS PARTICIPACOES S.A.;19909;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
06.977.745/0001-91;2010-12-31;4;BR MALLS PARTICIPACOES S.A.;19909;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
06.977.745/0001-91;2010-12-31;4;BR MALLS PARTICIPACOES S.A.;19909;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
06.977.745/0001-91;2010-12-31;4;BR MALLS PARTICIPACOES S.A.;19909;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
06.977.745/0001-91;2010-12-31;4;BR MALLS PARTICIPACOES S.A.;19909;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
06.977.745/0001-91;2010-12-31;4;BR MALLS PARTICIPACOES S.A.;19909;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.11;Lucro/Prejuízo Consolidado do Período;1095086.00
06.977.745/0001-91;2010-12-31;4;BR MALLS PARTICIPACOES S.A.;19909;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11;Lucro/Prejuízo Consolidado do Período;634272.00
06.977.745/0001-91;2010-12-31;4;BR MALLS PARTICIPACOES S.A.;19909;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;1091511.00
06.977.745/0001-91;2010-12-31;4;BR MALLS PARTICIPACOES S.A.;19909;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;494858.00
06.977.745/0001-91;2010-12-31;4;BR MALLS PARTICIPACOES S.A.;19909;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.11.02;Atribuído a Sócios Não Controladores;3575.00
06.977.745/0001-91;2010-12-31;4;BR MALLS PARTICIPACOES S.A.;19909;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11.02;Atribuído a Sócios Não Controladores;139414.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.01;Receita de Venda de Bens e/ou Serviços;112748.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.01;Receita de Venda de Bens e/ou Serviços;204464.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.03;Resultado Bruto;112748.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.03;Resultado Bruto;204464.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04;Despesas/Receitas Operacionais;180480.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04;Despesas/Receitas Operacionais;1003707.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.01;Despesas com Vendas;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.01;Despesas com Vendas;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.02;Despesas Gerais e Administrativas;-25003.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.02;Despesas Gerais e Administrativas;-36377.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.04;Outras Receitas Operacionais;205483.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.04;Outras Receitas Operacionais;1040084.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.05;Outras Despesas Operacionais;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.05;Outras Despesas Operacionais;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.06;Resultado de Equivalência Patrimonial;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.06;Resultado de Equivalência Patrimonial;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;293228.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;1208171.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.06;Resultado Financeiro;-42463.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.06;Resultado Financeiro;-75672.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.06.01;Receitas Financeiras;18219.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.06.01;Receitas Financeiras;85881.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.06.02;Despesas Financeiras;-60682.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.06.02;Despesas Financeiras;-161553.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;250765.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;1132499.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-84062.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-319131.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.08.01;Corrente;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.08.01;Corrente;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.08.02;Diferido;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.08.02;Diferido;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.09;Resultado Líquido das Operações Continuadas;166703.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.09;Resultado Líquido das Operações Continuadas;813368.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.11;Lucro/Prejuízo Consolidado do Período;166703.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11;Lucro/Prejuízo Consolidado do Período;813368.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;166703.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;813368.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.11.02;Atribuído a Sócios Não Controladores;0.00
06.977.751/0001-49;2010-12-31;2;BR PROPERTIES S.A.;19925;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11.02;Atribuído a Sócios Não Controladores;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.01;Receita de Venda de Bens e/ou Serviços;3536487.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.01;Receita de Venda de Bens e/ou Serviços;3914669.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-1475792.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-1747418.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.03;Resultado Bruto;2060695.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.03;Resultado Bruto;2167251.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04;Despesas/Receitas Operacionais;-247285.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04;Despesas/Receitas Operacionais;-187929.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.01;Despesas com Vendas;-1593.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.01;Despesas com Vendas;2235.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.02;Despesas Gerais e Administrativas;-220299.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.02;Despesas Gerais e Administrativas;-146382.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.04;Outras Receitas Operacionais;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.04;Outras Receitas Operacionais;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.05;Outras Despesas Operacionais;-25393.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.05;Outras Despesas Operacionais;-43782.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.04.06;Resultado de Equivalência Patrimonial;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.04.06;Resultado de Equivalência Patrimonial;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;1813410.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;1979322.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.06;Resultado Financeiro;-277347.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.06;Resultado Financeiro;-512953.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.06.01;Receitas Financeiras;224045.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.06.01;Receitas Financeiras;298723.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.06.02;Despesas Financeiras;-501392.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.06.02;Despesas Financeiras;-811676.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;1536063.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;1466369.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-432907.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-382259.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.08.01;Corrente;-511312.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.08.01;Corrente;-453693.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.08.02;Diferido;78405.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.08.02;Diferido;71434.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.09;Resultado Líquido das Operações Continuadas;1103156.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.09;Resultado Líquido das Operações Continuadas;1084110.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.11;Lucro/Prejuízo Consolidado do Período;1103156.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11;Lucro/Prejuízo Consolidado do Período;1084110.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;1103156.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;1084110.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2009-01-01;2009-12-31;3.11.02;Atribuído a Sócios Não Controladores;0.00
06.981.176/0001-58;2010-12-31;3;CEMIG GERACAO E TRANSMISSAO S.A.;20320;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2010-01-01;2010-12-31;3.11.02;Atribuído a Sócios Não Controladores;0.00
