CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.02.01.01;Títulos para Negociação;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.02.01.01;Títulos para Negociação;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.02.01.02;Títulos Designados a Valor Justo;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.02.01.02;Títulos Designados a Valor Justo;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.02.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.02.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.02.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.02.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.03;Contas a Receber;273119.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.03;Contas a Receber;170936.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.03.01;Clientes;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.03.01;Clientes;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.03.02;Outras Contas a Receber;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.03.02;Outras Contas a Receber;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.04;Estoques;112914.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.04;Estoques;181105.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.05;Ativos Biológicos;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.05;Ativos Biológicos;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.06;Tributos a Recuperar;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.06;Tributos a Recuperar;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.06.01;Tributos Correntes a Recuperar;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.06.01;Tributos Correntes a Recuperar;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.07;Despesas Antecipadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.07;Despesas Antecipadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.08;Outros Ativos Circulantes;35455.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.08;Outros Ativos Circulantes;41174.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.08.01;Ativos Não-Correntes a Venda;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.08.01;Ativos Não-Correntes a Venda;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.08.02;Ativos de Operações Descontinuadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.08.02;Ativos de Operações Descontinuadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.08.03;Outros;35455.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.08.03;Outros;41174.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02;Ativo Não Circulante;4157976.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02;Ativo Não Circulante;4907615.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01;Ativo Realizável a Longo Prazo;730417.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01;Ativo Realizável a Longo Prazo;685762.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;6595.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.01.01;Títulos Designados a Valor Justo;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.01.01;Títulos Designados a Valor Justo;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.04;Contas a Receber;115172.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.04;Contas a Receber;117189.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.05;Estoques;465944.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.05;Estoques;466082.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.06;Ativos Biológicos;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.06;Ativos Biológicos;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.07;Tributos Diferidos;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.07;Tributos Diferidos;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.08;Despesas Antecipadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.08;Despesas Antecipadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.09;Créditos com Partes Relacionadas;139041.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.09;Créditos com Partes Relacionadas;79573.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.09.01;Créditos com Coligadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.09.01;Créditos com Coligadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.10;Outros Ativos Não Circulantes;10260.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.10;Outros Ativos Não Circulantes;16323.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.10.01;Ativos Não-Correntes a Venda;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.10.01;Ativos Não-Correntes a Venda;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.01.10.02;Ativos de Operações Descontinuadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.01.10.02;Ativos de Operações Descontinuadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.02;Investimentos;2588743.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.02;Investimentos;3174380.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.02.01;Participações Societárias;642.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.02.01;Participações Societárias;6264.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.02.01.01;Participações em Coligadas;642.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.02.01.01;Participações em Coligadas;6264.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.02.01.04;Participações em Controladas em Conjunto;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.02.01.04;Participações em Controladas em Conjunto;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.02.01.05;Outros Investimentos;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.02.01.05;Outros Investimentos;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.02.02;Propriedades para Investimento;2588101.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.02.02;Propriedades para Investimento;3168116.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.03;Imobilizado;740014.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.03;Imobilizado;948227.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.03.01;Imobilizado em Operação;740014.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.03.01;Imobilizado em Operação;948227.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.03.02;Direito de Uso em Arrendamento;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.03.02;Direito de Uso em Arrendamento;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.03.03;Imobilizado em Andamento;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.03.03;Imobilizado em Andamento;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.04;Intangível;98802.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.04;Intangível;99246.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.04.01;Intangíveis;98802.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.04.01;Intangíveis;99246.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.04.01.01;Contrato de Concessão;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.04.01.01;Contrato de Concessão;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.02.04.02;Goodwill;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.02.04.02;Goodwill;0.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1;Ativo Total;10472148.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1;Ativo Total;12602523.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01;Ativo Circulante;6519660.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01;Ativo Circulante;7509236.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.01;Caixa e Equivalentes de Caixa;766719.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.01;Caixa e Equivalentes de Caixa;943009.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.02;Aplicações Financeiras;395844.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.02;Aplicações Financeiras;626483.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.02.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;395844.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.02.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;626483.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.02.01.01;Títulos para Negociação;0.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.02.01.01;Títulos para Negociação;0.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.02.01.02;Títulos Designados a Valor Justo;0.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.02.01.02;Títulos Designados a Valor Justo;0.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.02.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.02.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.02.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.02.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.03;Contas a Receber;3812723.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.03;Contas a Receber;4351370.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.03.01;Clientes;3812723.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.03.01;Clientes;4351370.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.03.02;Outras Contas a Receber;0.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.03.02;Outras Contas a Receber;0.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.04;Estoques;926797.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;ÚLTIMO;2019-12-31;1.01.04;Estoques;1051781.00
08.402.943/0001-52;2019-12-31;1;GUARARAPES CONFECCOES S.A.;4669;DF Consolidado - Balanço Patrimonial Ativo;REAL;MILHAR;PENÚLTIMO;2018-12-31;1.01.05;Ativos Biológicos;0.00
